evidence_id,alert_id,evidence_type,created_at,source,description,hash
EVD-02645,ALT-001136,Registry Modification,2026-08-04 04:49:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-335 during investigation of DET-T1003-OS_Credential_Dumping_95,3a8386ec407c2f27
EVD-02829,ALT-001229,Memory Extraction,2026-06-29 15:50:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-485 during investigation of DET-T1053-Scheduled_Task/Job_78,71f52f5a4ba9e447
EVD-02830,ALT-001229,Process Tree & Hash,2026-06-29 15:39:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-485 during investigation of DET-T1053-Scheduled_Task/Job_78,43e31d210cf3cbb4
EVD-02831,ALT-001229,PCAP Stream,2026-06-29 15:48:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-485 during investigation of DET-T1053-Scheduled_Task/Job_78,b77c7dbad60bfb48
EVD-02832,ALT-001229,Authentication Token,2026-06-29 15:45:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-485 during investigation of DET-T1053-Scheduled_Task/Job_78,30511a93c40ed517
EVD-02833,ALT-001229,Registry Modification,2026-06-29 15:31:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-485 during investigation of DET-T1053-Scheduled_Task/Job_78,d9d0cffe13d0d297
EVD-03084,ALT-001337,Authentication Token,2026-07-10 08:15:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,a9895a466b5ddb57
EVD-03085,ALT-001337,Registry Modification,2026-07-10 08:15:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,2467156d556aa9ee
EVD-03086,ALT-001337,Memory Extraction,2026-07-10 08:15:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,531fd6f796d4a7e8
EVD-03155,ALT-001363,Registry Modification,2026-07-23 11:54:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28,dc67ab260396c61b
EVD-03156,ALT-001363,Memory Extraction,2026-07-23 11:55:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28,2e7d8003e846d11b
EVD-03157,ALT-001363,Process Tree & Hash,2026-07-23 12:29:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28,8dd91fa0f4540539
EVD-03161,ALT-001367,Authentication Token,2026-08-22 06:14:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-055 during investigation of DET-T1046-Network_Service_Discovery_51,7465f3f3f37d56dd
EVD-03162,ALT-001367,Registry Modification,2026-08-22 06:15:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-055 during investigation of DET-T1046-Network_Service_Discovery_51,23e179f624ef0ef7
EVD-03163,ALT-001367,Memory Extraction,2026-08-22 06:28:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-055 during investigation of DET-T1046-Network_Service_Discovery_51,c5bfcd9f4f2f910e
EVD-03179,ALT-001379,Memory Extraction,2026-06-23 10:38:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-005 during investigation of DET-T1566-Phishing_92,9c8609d37768944d
EVD-03180,ALT-001379,Process Tree & Hash,2026-06-23 10:36:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-005 during investigation of DET-T1566-Phishing_92,8e9b7eeaaec9c8da
EVD-03181,ALT-001379,PCAP Stream,2026-06-23 10:30:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-005 during investigation of DET-T1566-Phishing_92,f33612b41933cb7b
EVD-03182,ALT-001379,Authentication Token,2026-06-23 10:47:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-005 during investigation of DET-T1566-Phishing_92,1129d56b22a42131
EVD-03233,ALT-001399,Memory Extraction,2026-07-25 01:11:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-API-028 during investigation of DET-T1021-Remote_Services_19,c922243c4da73fae
EVD-03234,ALT-001399,Process Tree & Hash,2026-07-25 01:21:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-API-028 during investigation of DET-T1021-Remote_Services_19,890c43271b708109
EVD-03235,ALT-001399,PCAP Stream,2026-07-25 01:16:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-API-028 during investigation of DET-T1021-Remote_Services_19,03c700aaa34e5045
EVD-03281,ALT-001428,Registry Modification,2026-08-05 11:25:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-039 during investigation of DET-T1078-Valid_Accounts_90,56ad0c037d6cd0a9
EVD-03282,ALT-001428,Memory Extraction,2026-08-05 11:43:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-039 during investigation of DET-T1078-Valid_Accounts_90,5b89d845cec2231f
EVD-03283,ALT-001428,Process Tree & Hash,2026-08-05 11:38:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-039 during investigation of DET-T1078-Valid_Accounts_90,490b9017c10d9afc
EVD-03393,ALT-001477,Authentication Token,2026-07-02 05:40:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DATABASE-249 during investigation of DET-T1486-Data_Encrypted_for_Impact_86,015db0d180ebb1de
EVD-03394,ALT-001477,Registry Modification,2026-07-02 05:10:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DATABASE-249 during investigation of DET-T1486-Data_Encrypted_for_Impact_86,805ad4d150656077
EVD-03395,ALT-001477,Memory Extraction,2026-07-02 05:23:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DATABASE-249 during investigation of DET-T1486-Data_Encrypted_for_Impact_86,43868458f29fcd17
EVD-03396,ALT-001477,Process Tree & Hash,2026-07-02 05:06:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DATABASE-249 during investigation of DET-T1486-Data_Encrypted_for_Impact_86,3c3d362a29ddf596
EVD-03475,ALT-001515,Process Tree & Hash,2026-08-05 06:57:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-021 during investigation of DET-T1110-Brute_Force_23,66dc375c16c59d03
EVD-03476,ALT-001515,PCAP Stream,2026-08-05 06:46:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-021 during investigation of DET-T1110-Brute_Force_23,f86765c80f99b02e
EVD-03477,ALT-001515,Authentication Token,2026-08-05 06:45:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-021 during investigation of DET-T1110-Brute_Force_23,c24d61ae55642a7e
EVD-03478,ALT-001515,Registry Modification,2026-08-05 06:45:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-021 during investigation of DET-T1110-Brute_Force_23,41624e62db33641b
EVD-03479,ALT-001515,Memory Extraction,2026-08-05 06:48:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-021 during investigation of DET-T1110-Brute_Force_23,faba8bdfe24c26b7
EVD-03552,ALT-001547,Authentication Token,2026-08-30 00:53:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-031 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,581f477e4d26b34e
EVD-03553,ALT-001547,Registry Modification,2026-08-30 00:50:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-031 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,558c9792c8b0a92e
EVD-03554,ALT-001547,Memory Extraction,2026-08-30 00:51:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-031 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,9e232a64f9e72c00
EVD-03555,ALT-001547,Process Tree & Hash,2026-08-30 00:52:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-031 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,fd41969c7ed7994d
EVD-03556,ALT-001547,PCAP Stream,2026-08-30 00:56:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-IDENTITY-031 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,d2298f65c487b210
EVD-03593,ALT-001566,PCAP Stream,2026-08-08 14:28:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-082 during investigation of DET-T1055-Process_Injection_27,7015b0abdac64eb4
EVD-03594,ALT-001566,Authentication Token,2026-08-08 14:26:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-082 during investigation of DET-T1055-Process_Injection_27,57a966e2f0307673
EVD-03595,ALT-001566,Registry Modification,2026-08-08 14:40:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-082 during investigation of DET-T1055-Process_Injection_27,38e5aedbcb31607e
EVD-03596,ALT-001566,Memory Extraction,2026-08-08 14:45:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-082 during investigation of DET-T1055-Process_Injection_27,9ed0e4dcef1183fd
EVD-03597,ALT-001566,Process Tree & Hash,2026-08-08 14:47:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-082 during investigation of DET-T1055-Process_Injection_27,c5c59d8843f36ea6
EVD-03608,ALT-001570,Process Tree & Hash,2026-08-22 15:30:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-471 during investigation of DET-T1562-Impair_Defenses_07,01dc37af293ed229
EVD-03609,ALT-001570,PCAP Stream,2026-08-22 15:42:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-IDENTITY-471 during investigation of DET-T1562-Impair_Defenses_07,e419362959892d5f
EVD-03610,ALT-001570,Authentication Token,2026-08-22 15:53:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-471 during investigation of DET-T1562-Impair_Defenses_07,9259237da61cac7f
EVD-03611,ALT-001570,Registry Modification,2026-08-22 15:35:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-471 during investigation of DET-T1562-Impair_Defenses_07,6281614c4207c245
EVD-03818,ALT-001652,Authentication Token,2026-09-08 20:52:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-106 during investigation of DET-T1053-Scheduled_Task/Job_48,436faf7720b442fe
EVD-03819,ALT-001652,Registry Modification,2026-09-08 20:51:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-106 during investigation of DET-T1053-Scheduled_Task/Job_48,c9ffbabb77ab8a91
EVD-03820,ALT-001652,Memory Extraction,2026-09-08 20:56:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-106 during investigation of DET-T1053-Scheduled_Task/Job_48,126364aed542d011
EVD-03863,ALT-001671,PCAP Stream,2026-09-03 04:34:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-232 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,588e80c353271688
EVD-03864,ALT-001671,Authentication Token,2026-09-03 04:21:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-232 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,49394027cf8d9c89
EVD-03865,ALT-001671,Registry Modification,2026-09-03 04:27:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-232 during investigation of DET-T1190-Exploit_Public-Facing_Application_74,01c5b8767b3aa33f
EVD-03968,ALT-001718,Registry Modification,2026-08-23 09:04:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-206 during investigation of DET-T1053-Scheduled_Task/Job_48,296e97962481d7c4
EVD-03969,ALT-001718,Memory Extraction,2026-08-23 09:09:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-FIREWALL-206 during investigation of DET-T1053-Scheduled_Task/Job_48,6a62244943ff94e6
EVD-03970,ALT-001718,Process Tree & Hash,2026-08-23 09:12:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-206 during investigation of DET-T1053-Scheduled_Task/Job_48,46f68ac68fa7aadb
EVD-04118,ALT-001778,Registry Modification,2026-08-21 22:48:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-API-220 during investigation of DET-T1046-Network_Service_Discovery_66,de4cd238c73e2fe6
EVD-04119,ALT-001778,Memory Extraction,2026-08-21 22:50:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-API-220 during investigation of DET-T1046-Network_Service_Discovery_66,7693963344019859
EVD-04120,ALT-001778,Process Tree & Hash,2026-08-21 23:00:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-API-220 during investigation of DET-T1046-Network_Service_Discovery_66,420a07ba72a164b8
EVD-04254,ALT-001840,Process Tree & Hash,2026-07-07 02:06:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-022 during investigation of DET-T1055-Process_Injection_42,0af000d8f759daea
EVD-04255,ALT-001840,PCAP Stream,2026-07-07 02:12:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-022 during investigation of DET-T1055-Process_Injection_42,fa070117ac13aea3
EVD-04256,ALT-001840,Authentication Token,2026-07-07 02:14:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-022 during investigation of DET-T1055-Process_Injection_42,a45be7a27da6da58
EVD-04326,ALT-001872,Authentication Token,2026-08-11 19:47:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-015 during investigation of DET-T1562-Impair_Defenses_22,5b47f61a71cdcb60
EVD-04327,ALT-001872,Registry Modification,2026-08-11 19:48:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-015 during investigation of DET-T1562-Impair_Defenses_22,b3f792128bda8627
EVD-04328,ALT-001872,Memory Extraction,2026-08-11 19:38:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-015 during investigation of DET-T1562-Impair_Defenses_22,ffed14291e9a4e8f
EVD-04329,ALT-001872,Process Tree & Hash,2026-08-11 19:36:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-015 during investigation of DET-T1562-Impair_Defenses_22,08eb4ad5f9723da4
EVD-04736,ALT-002043,Registry Modification,2026-06-17 06:20:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-325 during investigation of DET-T1078-Valid_Accounts_45,7def1337a630a16a
EVD-04737,ALT-002043,Memory Extraction,2026-06-17 06:27:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-325 during investigation of DET-T1078-Valid_Accounts_45,f3f741074594b0f2
EVD-04738,ALT-002043,Process Tree & Hash,2026-06-17 06:26:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-325 during investigation of DET-T1078-Valid_Accounts_45,cc1c2a2fbb5fb2a4
EVD-04739,ALT-002043,PCAP Stream,2026-06-17 06:28:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-325 during investigation of DET-T1078-Valid_Accounts_45,30d24663f8bae703
EVD-04740,ALT-002043,Authentication Token,2026-06-17 06:28:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-325 during investigation of DET-T1078-Valid_Accounts_45,991fe695f59a3556
EVD-04970,ALT-002127,Authentication Token,2026-08-04 12:49:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-063 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,9a5957a253b6119b
EVD-04971,ALT-002127,Registry Modification,2026-08-04 12:29:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-063 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,a28ba58d1d04cae9
EVD-04972,ALT-002127,Memory Extraction,2026-08-04 12:44:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-063 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,a587cdfc3257eb68
EVD-04973,ALT-002127,Process Tree & Hash,2026-08-04 12:44:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-063 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,e9058ba08cfbad6f
EVD-04974,ALT-002127,PCAP Stream,2026-08-04 12:24:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-IDENTITY-063 during investigation of DET-T1190-Exploit_Public-Facing_Application_59,62018beb1713e237
EVD-05077,ALT-002171,PCAP Stream,2026-07-06 01:30:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DATABASE-217 during investigation of DET-T1566-Phishing_47,2e9d93d260438ef4
EVD-05078,ALT-002171,Authentication Token,2026-07-06 01:22:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DATABASE-217 during investigation of DET-T1566-Phishing_47,3b103199d04caa6f
EVD-05079,ALT-002171,Registry Modification,2026-07-06 01:28:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DATABASE-217 during investigation of DET-T1566-Phishing_47,cebc022d1c76de58
EVD-05080,ALT-002171,Memory Extraction,2026-07-06 01:11:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DATABASE-217 during investigation of DET-T1566-Phishing_47,52e37847dffa8a8b
EVD-05257,ALT-002251,PCAP Stream,2026-07-11 01:07:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-PAYMENT-490 during investigation of DET-T1566-Phishing_47,3c73048d4611dc61
EVD-05258,ALT-002251,Authentication Token,2026-07-11 01:00:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-PAYMENT-490 during investigation of DET-T1566-Phishing_47,a2040dd708a5bc1d
EVD-05259,ALT-002251,Registry Modification,2026-07-11 01:09:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-PAYMENT-490 during investigation of DET-T1566-Phishing_47,d80fc1f92cf742ee
EVD-05260,ALT-002251,Memory Extraction,2026-07-11 00:56:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-PAYMENT-490 during investigation of DET-T1566-Phishing_47,b7ae3710f3d712ac
EVD-05261,ALT-002251,Process Tree & Hash,2026-07-11 00:56:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-PAYMENT-490 during investigation of DET-T1566-Phishing_47,92d090b07430b1c5
EVD-05371,ALT-002300,Process Tree & Hash,2026-06-25 18:32:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-079 during investigation of DET-T1078-Valid_Accounts_75,e81a3f4d78fd2a6c
EVD-05372,ALT-002300,PCAP Stream,2026-06-25 18:30:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-IDENTITY-079 during investigation of DET-T1078-Valid_Accounts_75,18dbc2ee9202e4dd
EVD-05373,ALT-002300,Authentication Token,2026-06-25 18:22:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-079 during investigation of DET-T1078-Valid_Accounts_75,b8d5b47694ac8061
EVD-05374,ALT-002300,Registry Modification,2026-06-25 18:22:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-IDENTITY-079 during investigation of DET-T1078-Valid_Accounts_75,f6445b3638e3b529
EVD-05375,ALT-002300,Memory Extraction,2026-06-25 18:23:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-IDENTITY-079 during investigation of DET-T1078-Valid_Accounts_75,405d85b60670f833
EVD-05400,ALT-002313,Registry Modification,2026-08-15 08:52:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-029 during investigation of DET-T1021-Remote_Services_49,e0fb11875db3f9ef
EVD-05401,ALT-002313,Memory Extraction,2026-08-15 09:00:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-029 during investigation of DET-T1021-Remote_Services_49,832558747497c61c
EVD-05402,ALT-002313,Process Tree & Hash,2026-08-15 09:01:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-029 during investigation of DET-T1021-Remote_Services_49,765805aadef416ee
EVD-05403,ALT-002313,PCAP Stream,2026-08-15 08:45:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-029 during investigation of DET-T1021-Remote_Services_49,ade70cf4c7a12759
EVD-05404,ALT-002313,Authentication Token,2026-08-15 09:00:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-029 during investigation of DET-T1021-Remote_Services_49,233f8dbfaf598824
EVD-05447,ALT-002335,Process Tree & Hash,2026-07-04 05:09:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-024 during investigation of DET-T1003-OS_Credential_Dumping_95,35756e0aa09737a6
EVD-05448,ALT-002335,PCAP Stream,2026-07-04 05:04:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DOMAIN-024 during investigation of DET-T1003-OS_Credential_Dumping_95,38240b6eb9af8029
EVD-05449,ALT-002335,Authentication Token,2026-07-04 05:05:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DOMAIN-024 during investigation of DET-T1003-OS_Credential_Dumping_95,1a551fddaf6fa40b
EVD-05450,ALT-002335,Registry Modification,2026-07-04 04:58:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-024 during investigation of DET-T1003-OS_Credential_Dumping_95,34cf015c98b5b637
EVD-05451,ALT-002335,Memory Extraction,2026-07-04 05:10:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-024 during investigation of DET-T1003-OS_Credential_Dumping_95,c2a50c8cb9bc6c43
EVD-05457,ALT-002340,Process Tree & Hash,2026-09-06 01:42:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-CLOUD-205 during investigation of DET-T1046-Network_Service_Discovery_36,b4ec844caa35c53c
EVD-05458,ALT-002340,PCAP Stream,2026-09-06 01:33:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-CLOUD-205 during investigation of DET-T1046-Network_Service_Discovery_36,1c8dfb05340b5d0d
EVD-05459,ALT-002340,Authentication Token,2026-09-06 01:21:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-CLOUD-205 during investigation of DET-T1046-Network_Service_Discovery_36,9d14d31f1856260e
EVD-05460,ALT-002340,Registry Modification,2026-09-06 01:17:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-CLOUD-205 during investigation of DET-T1046-Network_Service_Discovery_36,b14764b4c168270d
EVD-05461,ALT-002340,Memory Extraction,2026-09-06 01:26:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-CLOUD-205 during investigation of DET-T1046-Network_Service_Discovery_36,46b6e0b23428d554
EVD-05661,ALT-002431,PCAP Stream,2026-08-11 13:24:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from SRV-DATABASE-497 during investigation of DET-T1090-Proxy_73,b45a4913ca43a7a5
EVD-05662,ALT-002431,Authentication Token,2026-08-11 13:37:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from SRV-DATABASE-497 during investigation of DET-T1090-Proxy_73,69c494652cafbbf0
EVD-05663,ALT-002431,Registry Modification,2026-08-11 13:48:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DATABASE-497 during investigation of DET-T1090-Proxy_73,e858d7e425b73e77
EVD-05724,ALT-002465,Process Tree & Hash,2026-06-30 23:44:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-WORKSTATION-107 during investigation of DET-T1021-Remote_Services_94,7c3624c645923527
EVD-05725,ALT-002465,PCAP Stream,2026-06-30 23:44:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-WORKSTATION-107 during investigation of DET-T1021-Remote_Services_94,3466cac22f7d18ec
EVD-05726,ALT-002465,Authentication Token,2026-06-30 23:45:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-WORKSTATION-107 during investigation of DET-T1021-Remote_Services_94,e1dc385af17ba762
EVD-05802,ALT-002508,Registry Modification,2026-08-23 14:22:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-158 during investigation of DET-T1021-Remote_Services_04,d357fd0ff4eb972e
EVD-05803,ALT-002508,Memory Extraction,2026-08-23 14:17:00,CloudTrail API Audit,Verified Memory Extraction captured from AST-FIREWALL-158 during investigation of DET-T1021-Remote_Services_04,d8b38ea338977217
EVD-05804,ALT-002508,Process Tree & Hash,2026-08-23 14:18:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-158 during investigation of DET-T1021-Remote_Services_04,3505dfa74ddea5fa
EVD-05827,ALT-002520,Process Tree & Hash,2026-07-08 02:34:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08,85a903d1205e8151
EVD-05828,ALT-002520,PCAP Stream,2026-07-08 02:52:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08,0dc46569cc7d77a1
EVD-05829,ALT-002520,Authentication Token,2026-07-08 02:54:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-IDENTITY-167 during investigation of DET-T1110-Brute_Force_08,503894e1d486fd5e
EVD-05841,ALT-002528,Registry Modification,2026-07-02 05:20:00,Active Directory Security Log 4624,Verified Registry Modification captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31,f3cfa1ccf7fa0177
EVD-05842,ALT-002528,Memory Extraction,2026-07-02 05:15:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31,fc11566a54771dd0
EVD-05843,ALT-002528,Process Tree & Hash,2026-07-02 05:07:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-312 during investigation of DET-T1059-Command_and_Scripting_Interpreter_31,46490bd1f0b7def4
EVD-06105,ALT-002635,Process Tree & Hash,2026-07-13 10:32:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from AST-FIREWALL-422 during investigation of DET-T1190-Exploit_Public-Facing_Application_29,72f68c90048141e7
EVD-06106,ALT-002635,PCAP Stream,2026-07-13 10:16:00,Network Packet Broker (Zeek),Verified PCAP Stream captured from AST-FIREWALL-422 during investigation of DET-T1190-Exploit_Public-Facing_Application_29,3922047ebb5706ce
EVD-06107,ALT-002635,Authentication Token,2026-07-13 10:17:00,Firewall Syslog (PaloAlto),Verified Authentication Token captured from AST-FIREWALL-422 during investigation of DET-T1190-Exploit_Public-Facing_Application_29,1ae9e7616bca6ce5
EVD-06108,ALT-002635,Registry Modification,2026-07-13 10:13:00,Active Directory Security Log 4624,Verified Registry Modification captured from AST-FIREWALL-422 during investigation of DET-T1190-Exploit_Public-Facing_Application_29,6ba1fecec2a4f21d
EVD-06137,ALT-002644,Memory Extraction,2026-07-23 13:17:00,CloudTrail API Audit,Verified Memory Extraction captured from SRV-DOMAIN-256 during investigation of DET-T1055-Process_Injection_12,377b1c3949c1baeb
EVD-06138,ALT-002644,Process Tree & Hash,2026-07-23 13:24:00,EDR Sensor (CrowdStrike/Defender),Verified Process Tree & Hash captured from SRV-DOMAIN-256 during investigation of DET-T1055-Process_Injection_12,8c19ce2249daf98e
