evidence_id,alert_id,evidence_type,created_at,source,description,hash
EVD-03033,ALT-001313,Authentication Token,2026-07-21 20:10:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-282 during investigation of DET-T1562-Impair_Defenses_97",0153e43e1a854433
EVD-03034,ALT-001314,Memory Extraction,2026-08-23 01:38:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-138 during investigation of DET-T1003-OS_Credential_Dumping_95",fafcafef7ae6f566
EVD-03035,ALT-001314,Process Tree & Hash,2026-08-23 01:31:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-138 during investigation of DET-T1003-OS_Credential_Dumping_95",edc1218eebaf7aed
EVD-03036,ALT-001314,PCAP Stream,2026-08-23 01:32:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-138 during investigation of DET-T1003-OS_Credential_Dumping_95",5feeef595db2189a
EVD-03037,ALT-001314,Authentication Token,2026-08-23 01:34:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-138 during investigation of DET-T1003-OS_Credential_Dumping_95",e3cd4537466b0298
EVD-03038,ALT-001315,Process Tree & Hash,2026-06-30 13:25:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-459 during investigation of DET-T1566-Phishing_32",cbfef19564e4468e
EVD-03039,ALT-001315,PCAP Stream,2026-06-30 13:54:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-WORKSTATION-459 during investigation of DET-T1566-Phishing_32",2628a2b5b8096a6c
EVD-03040,ALT-001315,Authentication Token,2026-06-30 13:37:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-WORKSTATION-459 during investigation of DET-T1566-Phishing_32",db8faba3459a03f3
EVD-03041,ALT-001315,Registry Modification,2026-06-30 13:32:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-459 during investigation of DET-T1566-Phishing_32",a486b97c2c42d6ec
EVD-03042,ALT-001315,Memory Extraction,2026-06-30 13:34:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-459 during investigation of DET-T1566-Phishing_32",6590dcc84cd8c5f8
EVD-03043,ALT-001318,Registry Modification,2026-08-01 07:15:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-211 during investigation of DET-T1078-Valid_Accounts_75",5dd66326b4ee3515
EVD-03044,ALT-001318,Memory Extraction,2026-08-01 06:44:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-211 during investigation of DET-T1078-Valid_Accounts_75",2b74543558cb3a2b
EVD-03045,ALT-001318,Process Tree & Hash,2026-08-01 06:51:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-211 during investigation of DET-T1078-Valid_Accounts_75",db5d83d07016dd0a
EVD-03046,ALT-001319,Memory Extraction,2026-07-15 00:12:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-048 during investigation of DET-T1110-Brute_Force_83",52ae27fa2c48ecd5
EVD-03047,ALT-001319,Process Tree & Hash,2026-07-15 00:13:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DOMAIN-048 during investigation of DET-T1110-Brute_Force_83",82532c6ba07f95c7
EVD-03048,ALT-001319,PCAP Stream,2026-07-15 00:23:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-048 during investigation of DET-T1110-Brute_Force_83",a6db9a51e7493c33
EVD-03049,ALT-001319,Authentication Token,2026-07-15 00:15:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-048 during investigation of DET-T1110-Brute_Force_83",2e39f7ddae896f88
EVD-03050,ALT-001319,Registry Modification,2026-07-15 00:17:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-048 during investigation of DET-T1110-Brute_Force_83",6a7a40b343af2acd
EVD-03051,ALT-001320,Process Tree & Hash,2026-07-29 12:33:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-334 during investigation of DET-T1055-Process_Injection_27",b43a9a6a05fe049c
EVD-03052,ALT-001320,PCAP Stream,2026-07-29 12:16:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-334 during investigation of DET-T1055-Process_Injection_27",0f9a7a052a1b04fa
EVD-03053,ALT-001320,Authentication Token,2026-07-29 12:24:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-334 during investigation of DET-T1055-Process_Injection_27",db0d59feb60e5351
EVD-03054,ALT-001320,Registry Modification,2026-07-29 12:23:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-FIREWALL-334 during investigation of DET-T1055-Process_Injection_27",417d28e356174883
EVD-03055,ALT-001323,Registry Modification,2026-07-29 01:57:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-IDENTITY-119 during investigation of DET-T1046-Network_Service_Discovery_21",5f0c8303ea647221
EVD-03056,ALT-001323,Memory Extraction,2026-07-29 01:38:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-IDENTITY-119 during investigation of DET-T1046-Network_Service_Discovery_21",37166acb0c136878
EVD-03057,ALT-001323,Process Tree & Hash,2026-07-29 01:49:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-119 during investigation of DET-T1046-Network_Service_Discovery_21",0084c4724fcb7ce5
EVD-03058,ALT-001323,PCAP Stream,2026-07-29 01:40:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-119 during investigation of DET-T1046-Network_Service_Discovery_21",61dfdb2fcd72c2f9
EVD-03059,ALT-001323,Authentication Token,2026-07-29 01:49:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-119 during investigation of DET-T1046-Network_Service_Discovery_21",48722e30f2c45c03
EVD-03060,ALT-001325,Process Tree & Hash,2026-08-03 02:11:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-071 during investigation of DET-T1566-Phishing_62",0799b3dd1c82ce17
EVD-03061,ALT-001325,PCAP Stream,2026-08-03 02:06:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-071 during investigation of DET-T1566-Phishing_62",dc753d7d88449eab
EVD-03062,ALT-001325,Authentication Token,2026-08-03 02:16:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-071 during investigation of DET-T1566-Phishing_62",b493fa0cc0ed7904
EVD-03063,ALT-001329,Memory Extraction,2026-07-13 14:05:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-IDENTITY-271 during investigation of DET-T1059-Command_and_Scripting_Interpreter_01",4361921feefc61f7
EVD-03064,ALT-001329,Process Tree & Hash,2026-07-13 14:35:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-271 during investigation of DET-T1059-Command_and_Scripting_Interpreter_01",800e0a73c1d5e6ad
EVD-03065,ALT-001329,PCAP Stream,2026-07-13 14:17:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-271 during investigation of DET-T1059-Command_and_Scripting_Interpreter_01",3e89833dbfcbf0ad
EVD-03066,ALT-001329,Authentication Token,2026-07-13 14:16:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-271 during investigation of DET-T1059-Command_and_Scripting_Interpreter_01",457d62445c19f995
EVD-03067,ALT-001330,Process Tree & Hash,2026-06-30 21:21:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-129 during investigation of DET-T1078-Valid_Accounts_90",7cfad98481d88404
EVD-03068,ALT-001330,PCAP Stream,2026-06-30 21:24:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-129 during investigation of DET-T1078-Valid_Accounts_90",88b700f62055bc32
EVD-03069,ALT-001330,Authentication Token,2026-06-30 21:28:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-129 during investigation of DET-T1078-Valid_Accounts_90",d8a660de4f5981ce
EVD-03070,ALT-001330,Registry Modification,2026-06-30 21:15:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-129 during investigation of DET-T1078-Valid_Accounts_90",5986cce1be9966e1
EVD-03071,ALT-001330,Memory Extraction,2026-06-30 21:16:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-129 during investigation of DET-T1078-Valid_Accounts_90",9b5788a79131865b
EVD-03072,ALT-001331,PCAP Stream,2026-06-20 04:18:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-062 during investigation of DET-T1070-Indicator_Removal_on_Host_69",a2417f4564af9535
EVD-03073,ALT-001331,Authentication Token,2026-06-20 04:24:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-062 during investigation of DET-T1070-Indicator_Removal_on_Host_69",12b0f9d88ac4fb07
EVD-03074,ALT-001331,Registry Modification,2026-06-20 04:36:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-FIREWALL-062 during investigation of DET-T1070-Indicator_Removal_on_Host_69",6b1c0f80c3756758
EVD-03075,ALT-001333,Registry Modification,2026-08-26 16:16:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-112 during investigation of DET-T1053-Scheduled_Task/Job_48",461fbb9a5125db6d
EVD-03076,ALT-001333,Memory Extraction,2026-08-26 16:01:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-112 during investigation of DET-T1053-Scheduled_Task/Job_48",4098b841c1c54eed
EVD-03077,ALT-001333,Process Tree & Hash,2026-08-26 15:53:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DOMAIN-112 during investigation of DET-T1053-Scheduled_Task/Job_48",99ad3ba6fef3fa84
EVD-03078,ALT-001333,PCAP Stream,2026-08-26 16:09:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-112 during investigation of DET-T1053-Scheduled_Task/Job_48",202474c241f5e1fd
EVD-03079,ALT-001334,Memory Extraction,2026-07-22 17:51:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-FIREWALL-406 during investigation of DET-T1566-Phishing_77",b4d9d3dcc8246c96
EVD-03080,ALT-001334,Process Tree & Hash,2026-07-22 17:59:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-406 during investigation of DET-T1566-Phishing_77",425a75cb98ca8f04
EVD-03081,ALT-001334,PCAP Stream,2026-07-22 18:01:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-406 during investigation of DET-T1566-Phishing_77",c642d627cfe8f532
EVD-03082,ALT-001334,Authentication Token,2026-07-22 18:00:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-406 during investigation of DET-T1566-Phishing_77",45ac673874368d39
EVD-03083,ALT-001334,Registry Modification,2026-07-22 18:00:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-FIREWALL-406 during investigation of DET-T1566-Phishing_77",e5e28ea02399bae1
EVD-03084,ALT-001337,Authentication Token,2026-07-10 08:15:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74",a9895a466b5ddb57
EVD-03085,ALT-001337,Registry Modification,2026-07-10 08:15:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74",2467156d556aa9ee
EVD-03086,ALT-001337,Memory Extraction,2026-07-10 08:15:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-322 during investigation of DET-T1190-Exploit_Public-Facing_Application_74",531fd6f796d4a7e8
EVD-03087,ALT-001338,Registry Modification,2026-07-05 00:11:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-WORKSTATION-339 during investigation of DET-T1090-Proxy_58",4a11ecc3af1e49eb
EVD-03088,ALT-001338,Memory Extraction,2026-07-04 23:53:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-WORKSTATION-339 during investigation of DET-T1090-Proxy_58",e1e788b0dd456a9b
EVD-03089,ALT-001338,Process Tree & Hash,2026-07-04 23:48:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-WORKSTATION-339 during investigation of DET-T1090-Proxy_58",cebcfb7f5e93ff8e
EVD-03090,ALT-001339,Memory Extraction,2026-07-09 11:49:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-009 during investigation of DET-T1070-Indicator_Removal_on_Host_69",c684c5aa593398e1
EVD-03091,ALT-001339,Process Tree & Hash,2026-07-09 11:59:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-009 during investigation of DET-T1070-Indicator_Removal_on_Host_69",06dc51fec3e874f6
EVD-03092,ALT-001339,PCAP Stream,2026-07-09 11:53:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-009 during investigation of DET-T1070-Indicator_Removal_on_Host_69",148464e5f611ec20
EVD-03093,ALT-001341,PCAP Stream,2026-08-07 16:23:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-425 during investigation of DET-T1566-Phishing_77",8da183ea8f622bb9
EVD-03094,ALT-001341,Authentication Token,2026-08-07 16:21:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-425 during investigation of DET-T1566-Phishing_77",8fe53b841e9c2b5e
EVD-03095,ALT-001341,Registry Modification,2026-08-07 16:32:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-425 during investigation of DET-T1566-Phishing_77",0311ff9c493e8cb5
EVD-03096,ALT-001341,Memory Extraction,2026-08-07 16:19:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-425 during investigation of DET-T1566-Phishing_77",53beee44a76be8f7
EVD-03097,ALT-001341,Process Tree & Hash,2026-08-07 16:36:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-425 during investigation of DET-T1566-Phishing_77",b582dff7eb75dc7a
EVD-03098,ALT-001342,Authentication Token,2026-06-15 18:40:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-193 during investigation of DET-T1070-Indicator_Removal_on_Host_99",b4e3b18d9ce00f8b
EVD-03099,ALT-001342,Registry Modification,2026-06-15 18:36:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-193 during investigation of DET-T1070-Indicator_Removal_on_Host_99",f437722ea8124eb3
EVD-03100,ALT-001342,Memory Extraction,2026-06-15 18:48:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-193 during investigation of DET-T1070-Indicator_Removal_on_Host_99",3d5f244078296f3c
EVD-03101,ALT-001342,Process Tree & Hash,2026-06-15 18:45:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-193 during investigation of DET-T1070-Indicator_Removal_on_Host_99",f1cbf8acdedbf5b3
EVD-03102,ALT-001342,PCAP Stream,2026-06-15 18:37:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-193 during investigation of DET-T1070-Indicator_Removal_on_Host_99",db67bf589ed739b7
EVD-03103,ALT-001343,Registry Modification,2026-06-21 08:57:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-410 during investigation of DET-T1566-Phishing_17",205145ff0e63d0f7
EVD-03104,ALT-001343,Memory Extraction,2026-06-21 09:13:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-410 during investigation of DET-T1566-Phishing_17",c66e6b385667164b
EVD-03105,ALT-001343,Process Tree & Hash,2026-06-21 09:25:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-410 during investigation of DET-T1566-Phishing_17",560fe78a7bd26316
EVD-03106,ALT-001343,PCAP Stream,2026-06-21 09:26:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-410 during investigation of DET-T1566-Phishing_17",82527f0191e7ff1f
EVD-03107,ALT-001343,Authentication Token,2026-06-21 08:57:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-PAYMENT-410 during investigation of DET-T1566-Phishing_17",62189cc8eec1a9d0
EVD-03108,ALT-001345,Process Tree & Hash,2026-07-17 08:27:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-113 during investigation of DET-T1078-Valid_Accounts_90",9f5b284e247c2b8b
EVD-03109,ALT-001345,PCAP Stream,2026-07-17 08:35:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-113 during investigation of DET-T1078-Valid_Accounts_90",4c433f3732b75df8
EVD-03110,ALT-001345,Authentication Token,2026-07-17 08:39:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-113 during investigation of DET-T1078-Valid_Accounts_90",e260eb8709f4eb71
EVD-03111,ALT-001345,Registry Modification,2026-07-17 08:30:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-113 during investigation of DET-T1078-Valid_Accounts_90",fdb7dc7337fed032
EVD-03112,ALT-001345,Memory Extraction,2026-07-17 08:33:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-113 during investigation of DET-T1078-Valid_Accounts_90",ce0e890e7f5f3b96
EVD-03113,ALT-001346,PCAP Stream,2026-08-08 23:28:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-IDENTITY-007 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100",0946f9f18c86efbe
EVD-03114,ALT-001346,Authentication Token,2026-08-08 23:28:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-IDENTITY-007 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100",5526871ece3b513b
EVD-03115,ALT-001346,Registry Modification,2026-08-08 23:38:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-IDENTITY-007 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100",4413afe5bf8d8df0
EVD-03116,ALT-001346,Memory Extraction,2026-08-08 23:30:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-IDENTITY-007 during investigation of DET-T1567-Exfiltration_Over_Web_Service_100",53a315c408b971de
EVD-03117,ALT-001348,Registry Modification,2026-06-16 18:14:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-PAYMENT-098 during investigation of DET-T1055-Process_Injection_87",c54968b192fd6070
EVD-03118,ALT-001348,Memory Extraction,2026-06-16 18:35:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-PAYMENT-098 during investigation of DET-T1055-Process_Injection_87",985bac77730ea9ff
EVD-03119,ALT-001348,Process Tree & Hash,2026-06-16 18:23:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-PAYMENT-098 during investigation of DET-T1055-Process_Injection_87",65364a66c85f885f
EVD-03120,ALT-001348,PCAP Stream,2026-06-16 18:36:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-PAYMENT-098 during investigation of DET-T1055-Process_Injection_87",a9762e6480a21a43
EVD-03121,ALT-001349,Memory Extraction,2026-06-25 09:27:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DATABASE-257 during investigation of DET-T1003-OS_Credential_Dumping_80",77bd337a85dd3694
EVD-03122,ALT-001349,Process Tree & Hash,2026-06-25 09:27:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-257 during investigation of DET-T1003-OS_Credential_Dumping_80",d3dff102f1a70d18
EVD-03123,ALT-001349,PCAP Stream,2026-06-25 09:37:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-257 during investigation of DET-T1003-OS_Credential_Dumping_80",a0bc93a3ced9b7b0
EVD-03124,ALT-001349,Authentication Token,2026-06-25 09:31:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-257 during investigation of DET-T1003-OS_Credential_Dumping_80",99d3fa6318d71abf
EVD-03125,ALT-001350,Process Tree & Hash,2026-08-15 20:02:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-046 during investigation of DET-T1566-Phishing_47",9cfbf449a5e368d0
EVD-03126,ALT-001350,PCAP Stream,2026-08-15 19:45:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-046 during investigation of DET-T1566-Phishing_47",c83b01b188b7bf99
EVD-03127,ALT-001350,Authentication Token,2026-08-15 19:53:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-046 during investigation of DET-T1566-Phishing_47",3eeb809ceda1d4f0
EVD-03128,ALT-001351,PCAP Stream,2026-07-21 05:30:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-080 during investigation of DET-T1562-Impair_Defenses_22",a4f4ae6aa7b4042c
EVD-03129,ALT-001351,Authentication Token,2026-07-21 05:31:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-080 during investigation of DET-T1562-Impair_Defenses_22",5c26111fe9ac5813
EVD-03130,ALT-001351,Registry Modification,2026-07-21 05:37:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-080 during investigation of DET-T1562-Impair_Defenses_22",bd402ba3973e1254
EVD-03131,ALT-001352,Authentication Token,2026-08-29 21:01:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-396 during investigation of DET-T1003-OS_Credential_Dumping_80",1b77f118397d5c9a
EVD-03132,ALT-001352,Registry Modification,2026-08-29 21:10:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-396 during investigation of DET-T1003-OS_Credential_Dumping_80",eb3ff6941eaf58cd
EVD-03133,ALT-001352,Memory Extraction,2026-08-29 21:06:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-API-396 during investigation of DET-T1003-OS_Credential_Dumping_80",94043ee92a77d567
EVD-03134,ALT-001355,Process Tree & Hash,2026-07-14 09:14:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-CLOUD-205 during investigation of DET-T1003-OS_Credential_Dumping_35",1bb2c90d7a55ccb6
EVD-03135,ALT-001355,PCAP Stream,2026-07-14 09:16:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-CLOUD-205 during investigation of DET-T1003-OS_Credential_Dumping_35",b1472138ee346830
EVD-03136,ALT-001355,Authentication Token,2026-07-14 09:18:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-CLOUD-205 during investigation of DET-T1003-OS_Credential_Dumping_35",2b888ff5b58ad9a9
EVD-03137,ALT-001355,Registry Modification,2026-07-14 09:19:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-CLOUD-205 during investigation of DET-T1003-OS_Credential_Dumping_35",d6cffe8bd92beec6
EVD-03138,ALT-001355,Memory Extraction,2026-07-14 09:19:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-CLOUD-205 during investigation of DET-T1003-OS_Credential_Dumping_35",ee38bb060c07616a
EVD-03139,ALT-001356,PCAP Stream,2026-08-03 20:08:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-API-108 during investigation of DET-T1562-Impair_Defenses_97",a88b3a1008ae5d17
EVD-03140,ALT-001356,Authentication Token,2026-08-03 19:57:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-API-108 during investigation of DET-T1562-Impair_Defenses_97",875d8e9d71ef1780
EVD-03141,ALT-001356,Registry Modification,2026-08-03 20:21:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-API-108 during investigation of DET-T1562-Impair_Defenses_97",8f2f63c682e5834c
EVD-03142,ALT-001356,Memory Extraction,2026-08-03 19:54:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-API-108 during investigation of DET-T1562-Impair_Defenses_97",85bd37ce7c922d29
EVD-03143,ALT-001359,Memory Extraction,2026-07-14 05:49:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-FIREWALL-374 during investigation of DET-T1053-Scheduled_Task/Job_03",d5fe9e94b332f094
EVD-03144,ALT-001359,Process Tree & Hash,2026-07-14 05:49:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-FIREWALL-374 during investigation of DET-T1053-Scheduled_Task/Job_03",d213894ea59c4b6d
EVD-03145,ALT-001359,PCAP Stream,2026-07-14 05:33:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from AST-FIREWALL-374 during investigation of DET-T1053-Scheduled_Task/Job_03",24f7dcafa88a0364
EVD-03146,ALT-001359,Authentication Token,2026-07-14 05:40:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from AST-FIREWALL-374 during investigation of DET-T1053-Scheduled_Task/Job_03",0a6017bcdcdefe7d
EVD-03147,ALT-001360,Process Tree & Hash,2026-08-14 05:02:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from SRV-DATABASE-257 during investigation of DET-T1562-Impair_Defenses_67",5f6562ccf2b6270a
EVD-03148,ALT-001360,PCAP Stream,2026-08-14 04:43:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DATABASE-257 during investigation of DET-T1562-Impair_Defenses_67",0629cf8d09f50733
EVD-03149,ALT-001360,Authentication Token,2026-08-14 04:59:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DATABASE-257 during investigation of DET-T1562-Impair_Defenses_67",97735a5a89afa25f
EVD-03150,ALT-001360,Registry Modification,2026-08-14 05:21:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DATABASE-257 during investigation of DET-T1562-Impair_Defenses_67",bf07d2fb73713f2e
EVD-03151,ALT-001361,PCAP Stream,2026-06-22 04:20:00,Network Packet Broker (Zeek),"Verified PCAP Stream captured from SRV-DOMAIN-056 during investigation of DET-T1055-Process_Injection_27",dfe05e63df7acea6
EVD-03152,ALT-001361,Authentication Token,2026-06-22 04:17:00,Firewall Syslog (PaloAlto),"Verified Authentication Token captured from SRV-DOMAIN-056 during investigation of DET-T1055-Process_Injection_27",8bd24f5023a3bee8
EVD-03153,ALT-001361,Registry Modification,2026-06-22 04:16:00,Active Directory Security Log 4624,"Verified Registry Modification captured from SRV-DOMAIN-056 during investigation of DET-T1055-Process_Injection_27",a776fde5a4fb151e
EVD-03154,ALT-001361,Memory Extraction,2026-06-22 04:15:00,CloudTrail API Audit,"Verified Memory Extraction captured from SRV-DOMAIN-056 during investigation of DET-T1055-Process_Injection_27",54ea0a07a8d25ecf
EVD-03155,ALT-001363,Registry Modification,2026-07-23 11:54:00,Active Directory Security Log 4624,"Verified Registry Modification captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28",dc67ab260396c61b
EVD-03156,ALT-001363,Memory Extraction,2026-07-23 11:55:00,CloudTrail API Audit,"Verified Memory Extraction captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28",2e7d8003e846d11b
EVD-03157,ALT-001363,Process Tree & Hash,2026-07-23 12:29:00,EDR Sensor (CrowdStrike/Defender),"Verified Process Tree & Hash captured from AST-IDENTITY-127 during investigation of DET-T1090-Proxy_28",8dd91fa0f4540539
